trade_id,entry_time,exit_time,entry_price,exit_price,position_size,position_type,pnl,gross_pnl,commission,funding,prediction,actual,probability,liquidated,margin_used,unrealized_pnl,margin_loss_pct
174,2025-05-02 00:00:00,2025-05-02 04:00:00,1846.66,1815.3,-2.697150581024089,Short,82.13457349604926,84.58264222091577,2.4480687248665145,0.4896137449733029,1.0,1.0,0.6740064825135182,False,1660.240030651315,84.58264222091577,0
175,2025-05-02 04:00:00,2025-05-04 04:00:00,1815.3,1840.24,2.75159363185196,Long,66.0929488458484,68.62474517838803,2.5317963325396255,0.5063592665079251,0.0,0.0,0.22379373453799692,False,1664.9893066336208,68.62474517838803,0
176,2025-05-04 04:00:00,2025-05-05 00:00:00,1840.24,1793.86,-2.720424320079923,Short,123.73324977989785,126.17327996530713,2.440030185409285,0.488006037081857,1.0,1.0,0.8550582766960863,False,1668.7445502612923,126.17327996530713,0
177,2025-05-05 00:00:00,2025-05-05 04:00:00,1793.86,1825.74,2.8027768132576196,Long,86.79395393713475,89.35252480665322,2.558570869518483,0.5117141739036967,0.0,0.0,0.1798942168944169,False,1675.9297380767712,89.35252480665322,0
178,2025-05-05 04:00:00,2025-05-05 12:00:00,1825.74,1800.14,-2.7620951046471105,Short,68.22355573812607,70.70963467896578,2.486078940839725,0.49721578816794504,1.0,1.0,0.7652547523611916,False,1680.9558387861384,70.70963467896578,0
179,2025-05-05 12:00:00,2025-05-05 20:00:00,1800.14,1819.43,2.807895163416698,Long,51.60991335372038,54.164297702308005,2.554384348587622,0.5108768697175244,0.0,0.0,0.26901778348510147,False,1684.868133157645,54.164297702308005,0
180,2025-05-05 20:00:00,2025-05-06 12:00:00,1819.43,1769.31,-2.782930539588829,Short,137.01854522769247,139.48047864419243,2.4619334164999556,0.49238668329999113,1.0,1.0,0.8394780007319205,False,1687.782437214701,139.48047864419243,0
181,2025-05-06 12:00:00,2025-05-07 08:00:00,1769.31,1835.48,2.8753445702057943,Long,187.62273148465695,190.2615502105176,2.638818725860666,0.5277637451721332,0.0,0.0,0.21552226070713593,False,1695.7919671702712,190.2615502105176,0
182,2025-05-07 08:00:00,2025-05-07 16:00:00,1835.48,1795.08,-2.789632308413934,Short,110.19733867782935,112.7011452599232,2.5038065820938424,0.5007613164187685,1.0,1.0,0.7290266201692472,False,1706.771436482536,112.7011452599232,0
183,2025-05-07 16:00:00,2025-05-09 04:00:00,1795.08,2363.81,2.863107850863553,Long,1624.9514065371534,1628.3353280216284,3.3839214844748873,0.6767842968949774,0.0,0.0,0.30220038358408924,False,1713.1692136427155,1628.3353280216284,0
184,2025-05-09 04:00:00,2025-05-09 12:00:00,2363.81,2300.55,-2.2974328196947305,Short,142.69292063721375,145.3356001738881,2.6426795366743563,0.5285359073348713,1.0,1.0,0.8469492287737825,False,1810.231557840867,145.3356001738881,0
185,2025-05-09 12:00:00,2025-05-10 04:00:00,2300.55,2399.17,2.371475641657955,Long,231.03014117270902,233.87492778030727,2.844786607598258,0.5689573215196516,0.0,0.0,0.16707925586132863,False,1818.566095805403,233.87492778030727,0
186,2025-05-10 04:00:00,2025-05-10 08:00:00,2399.17,2383.75,-2.2909968709030197,Short,32.5965898538172,35.327171749324734,2.7305818955075365,0.5461163791015073,1.0,1.0,0.7139415233747866,False,1832.1636542547994,35.327171749324734,0
187,2025-05-10 08:00:00,2025-05-10 20:00:00,2383.75,2581.91,2.30802951811356,Long,454.3795670628264,457.3591293093827,2.9795622465562905,0.5959124493112582,0.0,0.0,0.24733218730735215,False,1833.9217879343996,457.3591293093827,0
188,2025-05-10 20:00:00,2025-05-11 04:00:00,2581.91,2472.61,-2.1622544619618593,Short,233.6612066898349,236.33441269243065,2.673206002595757,0.5346412005191513,1.0,1.0,0.6778989274824434,False,1860.9154726279812,236.33441269243065,0
189,2025-05-11 04:00:00,2025-05-11 08:00:00,2472.61,2529.36,2.274563330989259,Long,126.20487428020495,129.08146903364045,2.876594753435496,0.5753189506870993,0.0,0.0,0.26557783559207665,False,1874.702679279117,129.08146903364045,0
190,2025-05-11 08:00:00,2025-05-11 12:00:00,2529.36,2461.22,-2.232270292909376,Short,149.3598436136884,152.1068977588456,2.747054145157207,0.5494108290314414,1.0,1.0,0.7541450338140596,False,1882.0717293577532,152.1068977588456,0
191,2025-05-11 12:00:00,2025-05-12 04:00:00,2461.22,2553.44,2.304748420136181,Long,209.60138090200292,212.54389930495918,2.9425184029562654,0.588503680591253,0.0,0.0,0.21224568867028745,False,1890.8309688691902,212.54389930495918,0
192,2025-05-12 04:00:00,2025-05-12 16:00:00,2553.44,2459.29,-2.236003273164088,Short,207.77021792356925,210.5197081683991,2.749490244829855,0.549898048965971,1.0,1.0,0.7625091604894059,False,1903.1667326093698,210.5197081683991,0
193,2025-05-12 16:00:00,2025-05-12 20:00:00,2459.29,2494.16,2.3364809132321964,Long,78.55931082713283,81.47308944440644,2.9137786172736075,0.5827557234547215,0.0,0.0,0.39924168178862085,False,1915.361381700936,81.47308944440644,0
194,2025-05-12 20:00:00,2025-05-13 00:00:00,2494.16,2424.07,-2.3092354850724934,Short,159.0554409175805,161.85431514873036,2.79887423114984,0.559774846229968,1.0,1.0,0.8158224707740583,False,1919.8675924828035,161.85431514873036,0
195,2025-05-13 00:00:00,2025-05-13 20:00:00,2424.07,2678.59,2.3875604388863705,Long,604.4842351473607,607.681882905359,3.197647757998322,0.6395295515996644,0.0,0.0,0.26316531536433047,False,1929.2045443637614,607.681882905359,0
196,2025-05-13 20:00:00,2025-05-15 04:00:00,2678.59,2529.6,-2.2009568026268433,Short,325.1367838594115,327.92055402337394,2.7837701639624317,0.5567540327924864,1.0,1.0,0.705988462319827,False,1965.1536273160787,327.92055402337394,0
197,2025-05-15 04:00:00,2025-05-15 12:00:00,2529.6,2562.9,2.353313117433286,Long,75.34967371619398,78.36532681052886,3.0156530943348847,0.6031306188669769,0.0,0.0,0.27655873051544977,False,1984.3136206197469,78.36532681052886,0
198,2025-05-15 12:00:00,2025-05-15 16:00:00,2562.9,2529.77,-2.327776922602985,Short,74.17487933309047,77.11924944583716,2.944370112746677,0.5888740225493354,1.0,1.0,0.8069962054201106,False,1988.6198249797305,77.11924944583716,0
199,2025-05-15 16:00:00,2025-05-16 08:00:00,2529.77,2620.0,2.363285211122886,Long,210.14332097304708,213.23922459961807,3.095903626570981,0.6191807253141962,0.0,0.0,0.2466591965857595,False,1992.8560095141147,213.23922459961807,0
200,2025-05-16 08:00:00,2025-05-18 00:00:00,2620.0,2476.19,-2.2959601264548666,Short,327.3394090327111,330.18202578547425,2.8426167527631385,0.5685233505526277,1.0,1.0,0.7212892969961492,False,2005.1385104372498,330.18202578547425,0
201,2025-05-18 00:00:00,2025-05-18 12:00:00,2476.19,2578.06,2.4527524260788263,Long,246.70021818486137,249.86188964464975,3.1616714597883893,0.6323342919576779,0.0,0.0,0.15121356868337477,False,2024.4936766440428,249.86188964464975,0
202,2025-05-18 12:00:00,2025-05-18 16:00:00,2578.06,2406.78,-2.3727594548799122,Short,403.55088443142284,406.4062394318308,2.855355000407938,0.5710710000815876,1.0,1.0,0.7814729758078327,False,2039.0387467492355,406.4062394318308,0
203,2025-05-18 16:00:00,2025-05-18 20:00:00,2406.78,2496.98,2.5715279610947928,Long,228.7412951466026,231.95182209074983,3.210526944147238,0.6421053888294476,0.0,0.0,0.25347000277981485,False,2063.0340220679086,231.95182209074983,0
204,2025-05-18 20:00:00,2025-05-19 00:00:00,2496.98,2384.46,-2.4948549452435205,Short,277.74663752743317,280.7210784388009,2.9744409113676826,0.5948881822735366,1.0,1.0,0.8269036012876293,False,2076.5343003913886,280.7210784388009,0
205,2025-05-19 00:00:00,2025-05-20 00:00:00,2384.46,2552.08,2.633271076803632,Long,438.02873866898,441.3888978938245,3.360159224844507,0.6720318449689013,0.0,0.0,0.11161634366447729,False,2092.9765172650627,441.3888978938245,0
