,symbol,timestamp,open,high,low,close,volume,trade_count,vwap,SMA1,SMA2,buy_signal,sell_signal,position,entry_price,take_profit,stop_loss,trade_result,equity
69,AAPL,2025-03-24 09:28:00+00:00,220.73,220.73,220.73,220.73,290.0,19.0,220.73,220.683,220.56199999999998,False,False,0,,,,,997.910325716622
70,AAPL,2025-03-24 09:29:00+00:00,220.67,220.67,220.58,220.58,1510.0,33.0,220.63754,220.692,220.57350000000002,False,False,0,,,,,997.910325716622
71,AAPL,2025-03-24 09:30:00+00:00,220.6,220.6,220.6,220.6,375.0,12.0,220.6,220.69299999999998,220.583,False,False,0,,,,,997.910325716622
72,AAPL,2025-03-24 09:31:00+00:00,220.64,220.69,220.57,220.69,3522.0,53.0,220.651808,220.69700000000003,220.59650000000002,False,False,0,,,,,997.910325716622
73,AAPL,2025-03-24 09:32:00+00:00,220.68,220.7,220.68,220.68,3610.0,33.0,220.681613,220.69400000000002,220.60999999999999,False,False,0,,,,,997.910325716622
74,AAPL,2025-03-24 09:33:00+00:00,220.69,220.69,220.68,220.68,3331.0,29.0,220.68106,220.69,220.62400000000002,False,False,0,,,,,997.910325716622
75,AAPL,2025-03-24 09:34:00+00:00,220.68,220.68,220.67,220.68,2119.0,30.0,220.679396,220.686,220.6375,False,False,0,,,,,997.910325716622
76,AAPL,2025-03-24 09:35:00+00:00,220.54,220.54,220.52,220.52,1737.0,23.0,220.522662,220.666,220.6375,False,False,0,,,,,997.910325716622
77,AAPL,2025-03-24 09:36:00+00:00,220.56,220.56,220.56,220.56,598.0,10.0,220.56,220.644,220.64050000000003,False,False,0,,,,,997.910325716622
78,AAPL,2025-03-24 09:37:00+00:00,220.55,220.55,220.55,220.55,188.0,7.0,220.55,220.627,220.64300000000003,False,True,-1,220.55,219.44725,220.99110000000002,,997.910325716622
79,AAPL,2025-03-24 09:38:00+00:00,220.66,220.66,220.66,220.66,457.0,14.0,220.66,220.61999999999998,220.65150000000003,False,False,0,,,,,997.910325716622
80,AAPL,2025-03-24 09:39:00+00:00,220.58,220.58,220.58,220.58,368.0,6.0,220.58,220.62000000000003,220.656,False,False,0,,,,,997.910325716622
81,AAPL,2025-03-24 09:40:00+00:00,220.58,220.68,220.58,220.68,1478.0,45.0,220.628079,220.62800000000001,220.6605,False,False,0,,,,,997.910325716622
82,AAPL,2025-03-24 09:41:00+00:00,220.74,220.76,220.74,220.75,1300.0,21.0,220.74974,220.63400000000001,220.66549999999998,False,False,0,,,,,997.910325716622
83,AAPL,2025-03-24 09:43:00+00:00,220.7,220.7,220.7,220.7,477.0,21.0,220.7,220.63600000000002,220.66500000000002,False,False,0,,,,,997.910325716622
84,AAPL,2025-03-24 09:44:00+00:00,220.57,220.57,220.57,220.57,245.0,12.0,220.57,220.625,220.65749999999997,False,False,0,,,,,997.910325716622
85,AAPL,2025-03-24 09:46:00+00:00,220.68,220.68,220.66,220.66,682.0,16.0,220.666667,220.623,220.6545,False,False,0,,,,,997.910325716622
86,AAPL,2025-03-24 09:48:00+00:00,220.62,220.62,220.52,220.54,1800.0,35.0,220.559385,220.625,220.6455,False,False,0,,,,,997.910325716622
87,AAPL,2025-03-24 09:52:00+00:00,220.54,220.54,220.54,220.54,184.0,14.0,220.54,220.623,220.6335,False,False,0,,,,,997.910325716622
88,AAPL,2025-03-24 09:53:00+00:00,220.52,220.59,220.5,220.51,6414.0,87.0,220.505864,220.619,220.623,False,False,0,,,,,997.910325716622
89,AAPL,2025-03-24 09:54:00+00:00,220.53,220.6,220.53,220.6,475.0,17.0,220.565,220.613,220.61650000000003,False,False,0,,,,,997.910325716622
90,AAPL,2025-03-24 09:56:00+00:00,220.5,220.54,220.45,220.54,2056.0,48.0,220.50531,220.609,220.6145,False,False,0,,,,,997.910325716622
91,AAPL,2025-03-24 09:57:00+00:00,220.53,220.53,220.53,220.53,975.0,21.0,220.53,220.594,220.61100000000002,False,False,0,,,,,997.910325716622
92,AAPL,2025-03-24 10:01:00+00:00,220.6,220.61,220.57,220.58,1330.0,18.0,220.594667,220.577,220.60549999999998,False,False,0,,,,,997.910325716622
93,AAPL,2025-03-24 10:02:00+00:00,220.6,220.6,220.6,220.6,257.0,11.0,220.6,220.567,220.60150000000004,False,False,0,,,,,997.910325716622
94,AAPL,2025-03-24 10:05:00+00:00,220.54,220.55,220.53,220.54,8645.0,113.0,220.531467,220.564,220.5945,False,False,0,,,,,997.910325716622
95,AAPL,2025-03-24 10:06:00+00:00,220.56,220.56,220.56,220.56,427.0,14.0,220.56,220.554,220.58849999999998,False,False,0,,,,,997.910325716622
96,AAPL,2025-03-24 10:08:00+00:00,220.6,220.61,220.6,220.61,435.0,19.0,220.605,220.56099999999998,220.59300000000002,False,False,0,,,,,997.910325716622
97,AAPL,2025-03-24 10:09:00+00:00,220.6,220.6,220.6,220.6,650.0,15.0,220.6,220.567,220.59499999999997,False,False,0,,,,,997.910325716622
98,AAPL,2025-03-24 10:10:00+00:00,220.56,220.56,220.53,220.53,1965.0,47.0,220.533519,220.56900000000002,220.59399999999997,False,False,0,,,,,997.910325716622
99,AAPL,2025-03-24 10:11:00+00:00,220.5,220.5,220.5,220.5,1942.0,14.0,220.5,220.55900000000003,220.58599999999996,False,False,0,,,,,997.910325716622
100,AAPL,2025-03-24 10:13:00+00:00,220.52,220.52,220.52,220.52,314.0,15.0,220.52,220.55700000000002,220.583,False,False,0,,,,,997.910325716622
101,AAPL,2025-03-24 10:14:00+00:00,220.5,220.5,220.5,220.5,2263.0,18.0,220.5,220.554,220.574,False,False,0,,,,,997.910325716622
102,AAPL,2025-03-24 10:15:00+00:00,220.51,220.51,220.42,220.46,1940.0,32.0,220.479058,220.542,220.5595,False,False,0,,,,,997.910325716622
103,AAPL,2025-03-24 10:16:00+00:00,220.41,220.41,220.4,220.4,1400.0,24.0,220.403633,220.52200000000002,220.54449999999997,False,False,0,,,,,997.910325716622
104,AAPL,2025-03-24 10:17:00+00:00,220.4,220.46,220.39,220.46,6879.0,65.0,220.396858,220.51400000000004,220.539,False,False,0,,,,,997.910325716622
105,AAPL,2025-03-24 10:19:00+00:00,220.39,220.39,220.36,220.36,670.0,17.0,220.366667,220.494,220.52400000000003,False,False,0,,,,,997.910325716622
106,AAPL,2025-03-24 10:20:00+00:00,220.35,220.35,220.35,220.35,2036.0,18.0,220.35,220.468,220.5145,False,False,0,,,,,997.910325716622
107,AAPL,2025-03-24 10:23:00+00:00,220.38,220.38,220.38,220.38,264.0,9.0,220.38,220.446,220.50650000000002,False,False,0,,,,,997.910325716622
108,AAPL,2025-03-24 10:24:00+00:00,220.35,220.39,220.35,220.39,1616.0,28.0,220.375176,220.43199999999996,220.50050000000002,False,False,0,,,,,997.910325716622
109,AAPL,2025-03-24 10:25:00+00:00,220.36,220.36,220.36,220.36,123.0,10.0,220.36,220.41799999999998,220.4885,False,False,0,,,,,997.910325716622
110,AAPL,2025-03-24 10:27:00+00:00,220.35,220.38,220.35,220.38,521.0,8.0,220.371304,220.404,220.48049999999998,False,False,0,,,,,997.910325716622
111,AAPL,2025-03-24 10:28:00+00:00,220.35,220.35,220.35,220.35,511.0,21.0,220.35,220.38899999999998,220.47150000000002,False,False,0,,,,,997.910325716622
112,AAPL,2025-03-24 10:29:00+00:00,220.33,220.37,220.33,220.36,1886.0,21.0,220.336676,220.379,220.4605,False,False,0,,,,,997.910325716622
113,AAPL,2025-03-24 10:30:00+00:00,220.38,220.38,220.38,220.38,255.0,9.0,220.38,220.377,220.4495,False,False,0,,,,,997.910325716622
114,AAPL,2025-03-24 10:31:00+00:00,220.33,220.35,220.33,220.33,819.0,24.0,220.34,220.36399999999998,220.439,False,False,0,,,,,997.910325716622
115,AAPL,2025-03-24 10:32:00+00:00,220.34,220.34,220.33,220.33,950.0,27.0,220.333976,220.36099999999996,220.4275,False,False,0,,,,,997.910325716622
116,AAPL,2025-03-24 10:33:00+00:00,220.35,220.35,220.35,220.35,392.0,41.0,220.35,220.36100000000002,220.41450000000003,False,False,0,,,,,997.910325716622
117,AAPL,2025-03-24 10:34:00+00:00,220.35,220.35,220.35,220.35,457.0,10.0,220.35,220.358,220.402,False,False,0,,,,,997.910325716622
118,AAPL,2025-03-24 10:35:00+00:00,220.37,220.4,220.37,220.4,1342.0,35.0,220.392593,220.359,220.39550000000003,False,False,0,,,,,997.910325716622
119,AAPL,2025-03-24 10:36:00+00:00,220.38,220.38,220.38,220.38,633.0,23.0,220.38,220.36100000000002,220.3895,False,False,0,,,,,997.910325716622
120,AAPL,2025-03-24 10:37:00+00:00,220.41,220.42,220.41,220.42,837.0,25.0,220.415731,220.365,220.38449999999997,False,False,0,,,,,997.910325716622
121,AAPL,2025-03-24 10:40:00+00:00,220.46,220.46,220.46,220.46,403.0,26.0,220.46,220.37600000000003,220.3825,False,False,0,,,,,997.910325716622
122,AAPL,2025-03-24 10:41:00+00:00,220.48,220.48,220.48,220.48,293.0,8.0,220.48,220.388,220.3835,True,False,0,,,,,997.910325716622
123,AAPL,2025-03-24 10:42:00+00:00,220.45,220.45,220.43,220.43,1420.0,25.0,220.432079,220.39300000000003,220.38500000000005,False,False,0,,,,,997.910325716622
124,AAPL,2025-03-24 10:43:00+00:00,220.4,220.4,220.4,220.4,302.0,5.0,220.4,220.4,220.382,False,False,0,,,,,997.910325716622
125,AAPL,2025-03-24 10:44:00+00:00,220.4,220.4,220.35,220.4,2297.0,46.0,220.379489,220.407,220.38399999999996,False,False,0,,,,,997.910325716622
126,AAPL,2025-03-24 10:46:00+00:00,220.39,220.4,220.35,220.35,1404.0,37.0,220.373612,220.407,220.38400000000001,False,False,0,,,,,997.910325716622
127,AAPL,2025-03-24 10:47:00+00:00,220.38,220.39,220.38,220.38,771.0,16.0,220.3825,220.41,220.38400000000001,False,False,0,,,,,997.910325716622
128,AAPL,2025-03-24 10:48:00+00:00,220.38,220.38,220.38,220.38,2825.0,16.0,220.38,220.408,220.3835,False,False,0,,,,,997.910325716622
129,AAPL,2025-03-24 10:49:00+00:00,220.33,220.33,220.3,220.3,2537.0,67.0,220.304523,220.4,220.38049999999998,False,False,0,,,,,997.910325716622
130,AAPL,2025-03-24 10:51:00+00:00,220.33,220.33,220.21,220.21,2405.0,65.0,220.283584,220.379,220.37199999999999,False,False,0,,,,,997.910325716622
131,AAPL,2025-03-24 10:52:00+00:00,220.2,220.21,220.2,220.21,563.0,34.0,220.205,220.35399999999998,220.36499999999995,False,True,0,,,,,997.910325716622
132,AAPL,2025-03-24 10:53:00+00:00,220.1,220.1,220.09,220.09,434.0,26.0,220.095,220.315,220.3515,False,False,0,,,,,997.910325716622
133,AAPL,2025-03-24 10:55:00+00:00,220.1,220.11,220.1,220.11,272.0,9.0,220.105,220.283,220.33800000000002,False,False,0,,,,,997.910325716622
134,AAPL,2025-03-24 10:56:00+00:00,220.11,220.11,219.87,219.9,7834.0,179.0,220.017074,220.233,220.3165,False,False,0,,,,,997.910325716622
135,AAPL,2025-03-24 10:57:00+00:00,220.0,220.01,220.0,220.01,3227.0,48.0,220.00631,220.19400000000002,220.3005,False,False,0,,,,,997.910325716622
136,AAPL,2025-03-24 10:58:00+00:00,220.12,220.15,220.09,220.09,1224.0,29.0,220.114,220.16799999999998,220.2875,False,False,0,,,,,997.910325716622
137,AAPL,2025-03-24 10:59:00+00:00,220.15,220.15,220.15,220.15,584.0,12.0,220.15,220.14500000000004,220.2775,False,False,0,,,,,997.910325716622
138,AAPL,2025-03-24 11:00:00+00:00,220.15,220.15,219.89,219.9,8815.0,222.0,219.940386,220.09699999999998,220.25249999999997,False,False,0,,,,,997.910325716622
139,AAPL,2025-03-24 11:01:00+00:00,219.91,220.04,219.9,220.0,8356.0,132.0,219.995687,220.067,220.2335,False,False,0,,,,,997.910325716622
140,AAPL,2025-03-24 11:02:00+00:00,220.0,220.0,220.0,220.0,1543.0,14.0,220.0,220.046,220.2125,False,False,0,,,,,997.910325716622
141,AAPL,2025-03-24 11:03:00+00:00,220.0,220.0,219.95,219.95,2766.0,34.0,219.982339,220.01999999999998,220.18700000000004,False,False,0,,,,,997.910325716622
142,AAPL,2025-03-24 11:04:00+00:00,219.85,219.86,219.83,219.84,1905.0,50.0,219.846522,219.99499999999998,220.15499999999997,False,False,0,,,,,997.910325716622
143,AAPL,2025-03-24 11:05:00+00:00,219.9,219.92,219.81,219.87,5043.0,69.0,219.867026,219.971,220.12700000000004,False,False,0,,,,,997.910325716622
144,AAPL,2025-03-24 11:06:00+00:00,219.87,219.87,219.85,219.85,830.0,14.0,219.853539,219.96599999999998,220.09949999999998,False,False,0,,,,,997.910325716622
145,AAPL,2025-03-24 11:07:00+00:00,219.87,219.9,219.8,219.81,2091.0,84.0,219.836923,219.946,220.07000000000002,False,False,0,,,,,997.910325716622
146,AAPL,2025-03-24 11:08:00+00:00,219.77,219.85,219.77,219.85,4060.0,38.0,219.816631,219.92199999999997,220.045,False,False,0,,,,,997.910325716622
147,AAPL,2025-03-24 11:09:00+00:00,219.9,219.9,219.85,219.87,1978.0,33.0,219.861724,219.894,220.01949999999997,False,False,0,,,,,997.910325716622
148,AAPL,2025-03-24 11:10:00+00:00,219.85,219.85,219.85,219.85,737.0,27.0,219.85,219.88899999999998,219.993,False,False,0,,,,,997.910325716622
149,AAPL,2025-03-24 11:11:00+00:00,219.86,219.97,219.85,219.97,4618.0,92.0,219.869774,219.88600000000002,219.97650000000004,False,False,0,,,,,997.910325716622
150,AAPL,2025-03-24 11:12:00+00:00,220.0,220.109,220.0,220.109,2534.0,54.0,220.016877,219.89690000000002,219.97145,False,False,0,,,,,997.910325716622
151,AAPL,2025-03-24 11:13:00+00:00,220.1,220.1,220.08,220.08,941.0,18.0,220.092233,219.90990000000002,219.96495,False,False,0,,,,,997.910325716622
152,AAPL,2025-03-24 11:14:00+00:00,220.1,220.25,220.06,220.25,5308.0,90.0,220.176417,219.9509,219.97295,False,False,0,,,,,997.910325716622
153,AAPL,2025-03-24 11:17:00+00:00,220.24,220.3,220.24,220.3,952.0,29.0,220.271897,219.99390000000002,219.98244999999997,True,False,0,,,,,997.910325716622
154,AAPL,2025-03-24 11:19:00+00:00,220.25,220.25,220.23,220.23,561.0,18.0,220.24,220.0319,219.99895,False,False,0,,,,,997.910325716622
155,AAPL,2025-03-24 11:20:00+00:00,220.2,220.2,220.2,220.2,498.0,19.0,220.2,220.0709,220.00844999999998,False,False,0,,,,,997.910325716622
156,AAPL,2025-03-24 11:23:00+00:00,220.28,220.28,220.23,220.23,954.0,56.0,220.260545,220.1089,220.01544999999996,False,False,0,,,,,997.910325716622
157,AAPL,2025-03-24 11:24:00+00:00,220.14,220.15,220.14,220.15,481.0,14.0,220.146988,220.13690000000003,220.01545000000002,False,False,0,,,,,997.910325716622
158,AAPL,2025-03-24 11:25:00+00:00,220.09,220.09,220.09,220.09,253.0,9.0,220.09,220.1609,220.02495000000005,False,False,0,,,,,997.910325716622
159,AAPL,2025-03-24 11:26:00+00:00,220.08,220.09,220.06,220.09,469.0,11.0,220.074706,220.17290000000003,220.02945,False,False,0,,,,,997.910325716622
160,AAPL,2025-03-24 11:32:00+00:00,220.1,220.1,220.09,220.09,313.0,11.0,220.095,220.171,220.03395,False,False,0,,,,,997.910325716622
161,AAPL,2025-03-24 11:34:00+00:00,220.17,220.18,220.17,220.18,816.0,15.0,220.178308,220.18099999999998,220.04545,False,False,0,,,,,997.910325716622
162,AAPL,2025-03-24 11:35:00+00:00,220.15,220.18,220.15,220.17,795.0,15.0,220.166633,220.173,220.06195000000002,False,False,0,,,,,997.910325716622
163,AAPL,2025-03-24 11:36:00+00:00,220.13,220.13,220.03,220.03,3100.0,63.0,220.067868,220.14600000000002,220.06994999999998,False,False,0,,,,,997.910325716622
164,AAPL,2025-03-24 11:37:00+00:00,220.07,220.07,220.07,220.07,429.0,20.0,220.07,220.13000000000002,220.08095000000003,False,False,0,,,,,997.910325716622
165,AAPL,2025-03-24 11:38:00+00:00,220.14,220.15,220.12,220.15,1513.0,20.0,220.140817,220.125,220.09795,False,False,0,,,,,997.910325716622
166,AAPL,2025-03-24 11:39:00+00:00,220.13,220.13,220.12,220.12,741.0,19.0,220.124,220.11399999999998,220.11145000000002,False,False,0,,,,,997.910325716622
167,AAPL,2025-03-24 11:40:00+00:00,220.1,220.2,220.1,220.2,3216.0,44.0,220.146485,220.119,220.12795,False,True,0,,,,,997.910325716622
168,AAPL,2025-03-24 11:42:00+00:00,220.21,220.23,220.21,220.23,530.0,22.0,220.22,220.13299999999998,220.14695,False,False,0,,,,,997.910325716622
169,AAPL,2025-03-24 11:44:00+00:00,220.21,220.21,220.2,220.2,1141.0,28.0,220.202857,220.144,220.15845,False,False,0,,,,,997.910325716622
