datetime,timestamp,open,high,low,close,volume
2025-04-01 19:10:00,1743534600000,0.17188,0.17219,0.1717,0.17218,1606945.0
2025-04-01 19:15:00,1743534900000,0.17219,0.17246,0.17187,0.17199,866118.0
2025-04-01 19:20:00,1743535200000,0.17199,0.17199,0.17162,0.17198,696724.0
2025-04-01 19:25:00,1743535500000,0.17197,0.1722,0.17165,0.17167,383583.0
2025-04-01 19:30:00,1743535800000,0.17167,0.17216,0.17159,0.17191,526235.0
2025-04-01 19:35:00,1743536100000,0.1719,0.17191,0.17151,0.17188,389513.0
2025-04-01 19:40:00,1743536400000,0.17187,0.17198,0.17179,0.17194,267815.0
2025-04-01 19:45:00,1743536700000,0.17194,0.1724,0.17191,0.17216,701392.0
2025-04-01 19:50:00,1743537000000,0.17216,0.17226,0.17174,0.17221,1326117.0
2025-04-01 19:55:00,1743537300000,0.17222,0.17235,0.17179,0.17211,1717774.0
2025-04-01 20:00:00,1743537600000,0.17211,0.17225,0.17182,0.17183,1140183.0
2025-04-01 20:05:00,1743537900000,0.17183,0.17199,0.1717,0.17185,819810.0
2025-04-01 20:10:00,1743538200000,0.17186,0.17231,0.17178,0.17231,1075822.0
2025-04-01 20:15:00,1743538500000,0.17232,0.1726,0.17188,0.17188,2266430.0
2025-04-01 20:20:00,1743538800000,0.17187,0.17196,0.17164,0.1719,892444.0
2025-04-01 20:25:00,1743539100000,0.17189,0.17196,0.17128,0.17136,939116.0
2025-04-01 20:30:00,1743539400000,0.17136,0.17166,0.17101,0.17166,1219995.0
2025-04-01 20:35:00,1743539700000,0.17167,0.17177,0.17146,0.17164,455925.0
2025-04-01 20:40:00,1743540000000,0.17164,0.17189,0.17163,0.17169,326723.0
2025-04-01 20:45:00,1743540300000,0.17169,0.1722,0.17169,0.1721,1544796.0
2025-04-01 20:50:00,1743540600000,0.1721,0.17284,0.17201,0.17259,3260607.0
2025-04-01 20:55:00,1743540900000,0.17259,0.17286,0.17253,0.1728,828735.0
2025-04-01 21:00:00,1743541200000,0.1728,0.17305,0.17273,0.17293,2547276.0
2025-04-01 21:05:00,1743541500000,0.17294,0.17341,0.17286,0.17336,1016244.0
2025-04-01 21:10:00,1743541800000,0.17336,0.17365,0.17315,0.17315,1872604.0
2025-04-01 21:15:00,1743542100000,0.17315,0.17323,0.1727,0.17304,1525861.0
2025-04-01 21:20:00,1743542400000,0.17305,0.17334,0.17288,0.17333,784557.0
2025-04-01 21:25:00,1743542700000,0.17332,0.17332,0.17294,0.17303,579729.0
2025-04-01 21:30:00,1743543000000,0.17302,0.17315,0.17266,0.17314,612706.0
2025-04-01 21:35:00,1743543300000,0.17314,0.17379,0.17314,0.17371,1405328.0
2025-04-01 21:40:00,1743543600000,0.17371,0.17371,0.17322,0.17347,367378.0
2025-04-01 21:45:00,1743543900000,0.17348,0.17348,0.17315,0.1732,401009.0
2025-04-01 21:50:00,1743544200000,0.17321,0.17342,0.17312,0.17313,583946.0
2025-04-01 21:55:00,1743544500000,0.17312,0.17348,0.17304,0.1733,762096.0
2025-04-01 22:00:00,1743544800000,0.17331,0.17348,0.17304,0.17339,1503414.0
2025-04-01 22:05:00,1743545100000,0.17339,0.17389,0.17336,0.17339,1716570.0
2025-04-01 22:10:00,1743545400000,0.17339,0.17394,0.17338,0.17363,1194361.0
2025-04-01 22:15:00,1743545700000,0.17362,0.17393,0.17347,0.17392,2925136.0
2025-04-01 22:20:00,1743546000000,0.17391,0.1741,0.17365,0.174,838608.0
2025-04-01 22:25:00,1743546300000,0.17401,0.17418,0.17391,0.17406,1008758.0
2025-04-01 22:30:00,1743546600000,0.17406,0.17444,0.17391,0.17444,831169.0
2025-04-01 22:35:00,1743546900000,0.17443,0.17453,0.17411,0.17436,819273.0
2025-04-01 22:40:00,1743547200000,0.17435,0.17435,0.17414,0.17421,663801.0
2025-04-01 22:45:00,1743547500000,0.17421,0.17483,0.17418,0.17476,922441.0
2025-04-01 22:50:00,1743547800000,0.17475,0.17481,0.17441,0.17457,1113791.0
2025-04-01 22:55:00,1743548100000,0.17457,0.17458,0.17392,0.17402,3305641.0
2025-04-01 23:00:00,1743548400000,0.17402,0.17415,0.17356,0.17361,1924447.0
2025-04-01 23:05:00,1743548700000,0.17362,0.17365,0.17311,0.17314,1590672.0
2025-04-01 23:10:00,1743549000000,0.17314,0.17335,0.17309,0.17333,1313881.0
2025-04-01 23:15:00,1743549300000,0.17334,0.17394,0.17334,0.17381,1019362.0
2025-04-01 23:20:00,1743549600000,0.17381,0.17438,0.17381,0.17436,994793.0
2025-04-01 23:25:00,1743549900000,0.17435,0.1746,0.17428,0.17452,1814738.0
2025-04-01 23:30:00,1743550200000,0.17452,0.17509,0.17445,0.17476,8754736.0
2025-04-01 23:35:00,1743550500000,0.17476,0.17491,0.17432,0.17451,2994968.0
2025-04-01 23:40:00,1743550800000,0.17451,0.17451,0.17424,0.17444,1672044.0
2025-04-01 23:45:00,1743551100000,0.17444,0.17444,0.17392,0.17397,551810.0
2025-04-01 23:50:00,1743551400000,0.17396,0.17427,0.17395,0.17412,1368733.0
2025-04-01 23:55:00,1743551700000,0.17411,0.17414,0.17394,0.17398,1103590.0
2025-04-02 00:00:00,1743552000000,0.17399,0.17406,0.1733,0.17377,1359176.0
2025-04-02 00:05:00,1743552300000,0.17376,0.17398,0.17319,0.17332,1535957.0
2025-04-02 00:10:00,1743552600000,0.17331,0.17345,0.17301,0.1733,3419261.0
2025-04-02 00:15:00,1743552900000,0.17329,0.17378,0.17298,0.17299,2523947.0
2025-04-02 00:20:00,1743553200000,0.17298,0.17359,0.17292,0.17354,2068813.0
2025-04-02 00:25:00,1743553500000,0.17355,0.17372,0.17292,0.17294,964607.0
2025-04-02 00:30:00,1743553800000,0.17294,0.17366,0.1729,0.17364,2145395.0
2025-04-02 00:35:00,1743554100000,0.17365,0.17367,0.1731,0.1731,584010.0
2025-04-02 00:40:00,1743554400000,0.17311,0.17311,0.1725,0.17261,1375021.0
2025-04-02 00:45:00,1743554700000,0.17261,0.17292,0.17239,0.17245,1559212.0
2025-04-02 00:50:00,1743555000000,0.17245,0.17259,0.17214,0.17229,1722748.0
2025-04-02 00:55:00,1743555300000,0.1723,0.1723,0.17199,0.17225,1956478.0
2025-04-02 01:00:00,1743555600000,0.17226,0.17239,0.17164,0.17207,1730322.0
2025-04-02 01:05:00,1743555900000,0.17206,0.17216,0.17114,0.17114,3355715.0
2025-04-02 01:10:00,1743556200000,0.17113,0.17144,0.17091,0.17127,2929529.0
2025-04-02 01:15:00,1743556500000,0.17127,0.17188,0.1712,0.17162,2308810.0
2025-04-02 01:20:00,1743556800000,0.17162,0.17162,0.17125,0.17144,757449.0
2025-04-02 01:25:00,1743557100000,0.17144,0.17202,0.17143,0.17169,2111043.0
2025-04-02 01:30:00,1743557400000,0.17169,0.1721,0.17154,0.17192,1961910.0
2025-04-02 01:35:00,1743557700000,0.17193,0.17269,0.17193,0.17242,5534813.0
2025-04-02 01:40:00,1743558000000,0.17243,0.17314,0.17243,0.17258,1799681.0
2025-04-02 01:45:00,1743558300000,0.17258,0.17283,0.17202,0.17222,1073484.0
2025-04-02 01:50:00,1743558600000,0.17221,0.17241,0.172,0.17226,1216138.0
2025-04-02 01:55:00,1743558900000,0.17226,0.17232,0.1719,0.17224,609075.0
2025-04-02 02:00:00,1743559200000,0.17225,0.17247,0.17177,0.17185,1160789.0
2025-04-02 02:05:00,1743559500000,0.17184,0.17184,0.17052,0.17058,5362386.0
2025-04-02 02:10:00,1743559800000,0.17058,0.17066,0.17016,0.17033,6785089.0
2025-04-02 02:15:00,1743560100000,0.17033,0.17082,0.17005,0.17033,2434736.0
2025-04-02 02:20:00,1743560400000,0.17034,0.17062,0.16982,0.17056,6690809.0
2025-04-02 02:25:00,1743560700000,0.17057,0.17081,0.17044,0.17078,2755897.0
2025-04-02 02:30:00,1743561000000,0.17077,0.17123,0.17074,0.17091,2485359.0
2025-04-02 02:35:00,1743561300000,0.17092,0.17094,0.17016,0.17046,2993404.0
2025-04-02 02:40:00,1743561600000,0.17047,0.17047,0.17008,0.17033,1342266.0
2025-04-02 02:45:00,1743561900000,0.17034,0.17081,0.17034,0.17061,661092.0
2025-04-02 02:50:00,1743562200000,0.17061,0.17148,0.1706,0.17136,1362994.0
2025-04-02 02:55:00,1743562500000,0.17135,0.17135,0.17085,0.17094,794624.0
2025-04-02 03:00:00,1743562800000,0.17093,0.17157,0.17081,0.1715,2402051.0
2025-04-02 03:05:00,1743563100000,0.17151,0.17184,0.17129,0.17162,2044840.0
2025-04-02 03:10:00,1743563400000,0.17161,0.17198,0.17161,0.17195,1733735.0
2025-04-02 03:15:00,1743563700000,0.17194,0.17252,0.17176,0.17176,2303629.0
2025-04-02 03:20:00,1743564000000,0.17177,0.17187,0.17152,0.17162,2282906.0
2025-04-02 03:25:00,1743564300000,0.17162,0.17173,0.17145,0.17171,1345065.0
2025-04-02 03:30:00,1743564600000,0.17171,0.17196,0.17149,0.1718,1167011.0
2025-04-02 03:35:00,1743564900000,0.17179,0.17182,0.17099,0.17141,1976762.0
2025-04-02 03:40:00,1743565200000,0.1714,0.17175,0.17118,0.17175,1288874.0
2025-04-02 03:45:00,1743565500000,0.17176,0.17177,0.17141,0.17141,611889.0
2025-04-02 03:50:00,1743565800000,0.17141,0.17167,0.17135,0.17135,442538.0
2025-04-02 03:55:00,1743566100000,0.17135,0.1714,0.17113,0.17113,572102.0
2025-04-02 04:00:00,1743566400000,0.17114,0.17158,0.17106,0.17158,1449519.0
2025-04-02 04:05:00,1743566700000,0.17158,0.17162,0.17116,0.17152,1391054.0
2025-04-02 04:10:00,1743567000000,0.17153,0.17165,0.17124,0.17162,476842.0
2025-04-02 04:15:00,1743567300000,0.17163,0.17199,0.17139,0.17199,885341.0
2025-04-02 04:20:00,1743567600000,0.17198,0.17215,0.17156,0.17214,2947490.0
2025-04-02 04:25:00,1743567900000,0.17214,0.17218,0.17181,0.17181,599007.0
2025-04-02 04:30:00,1743568200000,0.17182,0.17185,0.17145,0.17158,548594.0
2025-04-02 04:35:00,1743568500000,0.17158,0.17158,0.17119,0.17125,1637066.0
2025-04-02 04:40:00,1743568800000,0.17125,0.17135,0.17101,0.17101,664016.0
2025-04-02 04:45:00,1743569100000,0.17101,0.17129,0.171,0.17109,351656.0
2025-04-02 04:50:00,1743569400000,0.17108,0.17117,0.17071,0.17113,1434170.0
2025-04-02 04:55:00,1743569700000,0.17113,0.1716,0.17109,0.1716,1151285.0
2025-04-02 05:00:00,1743570000000,0.1716,0.17161,0.17029,0.17053,2038915.0
2025-04-02 05:05:00,1743570300000,0.17054,0.17063,0.17019,0.17056,4393636.0
2025-04-02 05:10:00,1743570600000,0.17056,0.17056,0.17005,0.17005,2038112.0
2025-04-02 05:15:00,1743570900000,0.17005,0.17009,0.16955,0.16955,2975174.0
2025-04-02 05:20:00,1743571200000,0.16955,0.16955,0.16917,0.16925,3696581.0
2025-04-02 05:25:00,1743571500000,0.16924,0.16932,0.16887,0.16906,4424331.0
2025-04-02 05:30:00,1743571800000,0.16906,0.16954,0.1689,0.16923,1683392.0
2025-04-02 05:35:00,1743572100000,0.16923,0.16929,0.16874,0.16906,1180667.0
2025-04-02 05:40:00,1743572400000,0.16906,0.16921,0.1687,0.16893,1443543.0
2025-04-02 05:45:00,1743572700000,0.16893,0.16923,0.16889,0.16912,1896959.0
2025-04-02 05:50:00,1743573000000,0.16912,0.16918,0.16853,0.16857,1905543.0
2025-04-02 05:55:00,1743573300000,0.16857,0.16857,0.16822,0.16829,2332158.0
2025-04-02 06:00:00,1743573600000,0.16829,0.16866,0.16816,0.16858,1712701.0
2025-04-02 06:05:00,1743573900000,0.16858,0.16884,0.1685,0.16868,929570.0
2025-04-02 06:10:00,1743574200000,0.16868,0.16869,0.16796,0.1683,3838098.0
2025-04-02 06:15:00,1743574500000,0.16829,0.16887,0.16772,0.16817,4136951.0
2025-04-02 06:20:00,1743574800000,0.16818,0.16845,0.16812,0.16832,2923860.0
2025-04-02 06:25:00,1743575100000,0.16833,0.16873,0.16815,0.16863,1869049.0
2025-04-02 06:30:00,1743575400000,0.16862,0.16884,0.16812,0.16872,3248315.0
2025-04-02 06:35:00,1743575700000,0.16873,0.16912,0.16858,0.16907,1685505.0
2025-04-02 06:40:00,1743576000000,0.16907,0.16942,0.16888,0.1693,1826680.0
2025-04-02 06:45:00,1743576300000,0.16931,0.16931,0.16841,0.16841,4532140.0
2025-04-02 06:50:00,1743576600000,0.16841,0.16869,0.1683,0.16866,1544812.0
2025-04-02 06:55:00,1743576900000,0.16866,0.16881,0.16805,0.16809,1011318.0
2025-04-02 07:00:00,1743577200000,0.1681,0.16849,0.16795,0.16818,1661094.0
2025-04-02 07:05:00,1743577500000,0.16818,0.16825,0.1678,0.16807,1521676.0
2025-04-02 07:10:00,1743577800000,0.16806,0.16834,0.16806,0.16832,1061646.0
2025-04-02 07:15:00,1743578100000,0.16832,0.16866,0.16808,0.16851,1046983.0
2025-04-02 07:20:00,1743578400000,0.16852,0.16892,0.16842,0.16871,1100941.0
2025-04-02 07:25:00,1743578700000,0.16872,0.16893,0.16851,0.16851,898059.0
2025-04-02 07:30:00,1743579000000,0.16852,0.17011,0.16831,0.16998,13003491.0
2025-04-02 07:35:00,1743579300000,0.16998,0.17025,0.16962,0.16967,3349248.0
2025-04-02 07:40:00,1743579600000,0.16968,0.16984,0.16915,0.16919,1072469.0
2025-04-02 07:45:00,1743579900000,0.16919,0.16973,0.1688,0.16893,1280572.0
2025-04-02 07:50:00,1743580200000,0.16894,0.16975,0.16883,0.16969,1063245.0
2025-04-02 07:55:00,1743580500000,0.16969,0.16989,0.16943,0.16973,1220309.0
2025-04-02 08:00:00,1743580800000,0.16974,0.16998,0.16943,0.16971,2231507.0
2025-04-02 08:05:00,1743581100000,0.16971,0.16971,0.16932,0.16943,857995.0
2025-04-02 08:10:00,1743581400000,0.16944,0.16968,0.16932,0.16945,1138146.0
2025-04-02 08:15:00,1743581700000,0.16945,0.16945,0.16901,0.16926,1658178.0
2025-04-02 08:20:00,1743582000000,0.16926,0.16974,0.16914,0.16962,1923386.0
2025-04-02 08:25:00,1743582300000,0.16962,0.17039,0.16961,0.17023,3494163.0
2025-04-02 08:30:00,1743582600000,0.17023,0.17108,0.17013,0.17089,3594259.0
2025-04-02 08:35:00,1743582900000,0.17089,0.17089,0.1701,0.17043,1996217.0
2025-04-02 08:40:00,1743583200000,0.17043,0.17066,0.17014,0.1706,3189004.0
2025-04-02 08:45:00,1743583500000,0.17059,0.17092,0.17026,0.17029,1131639.0
2025-04-02 08:50:00,1743583800000,0.17028,0.17043,0.17007,0.17022,7618688.0
2025-04-02 08:55:00,1743584100000,0.17021,0.17045,0.17021,0.17043,680671.0
2025-04-02 09:00:00,1743584400000,0.17043,0.17148,0.1703,0.17148,2385645.0
2025-04-02 09:05:00,1743584700000,0.17148,0.17211,0.17128,0.17189,4785384.0
2025-04-02 09:10:00,1743585000000,0.17189,0.17308,0.17185,0.17255,3950830.0
2025-04-02 09:15:00,1743585300000,0.17256,0.1727,0.17186,0.17202,2931776.0
2025-04-02 09:20:00,1743585600000,0.17201,0.17229,0.17163,0.17163,1371318.0
2025-04-02 09:25:00,1743585900000,0.17162,0.17184,0.17122,0.17177,1269896.0
2025-04-02 09:30:00,1743586200000,0.17177,0.17231,0.17153,0.17213,4589316.0
2025-04-02 09:35:00,1743586500000,0.17212,0.17212,0.17162,0.17176,1375839.0
2025-04-02 09:40:00,1743586800000,0.17176,0.17195,0.1716,0.17178,758965.0
2025-04-02 09:45:00,1743587100000,0.17177,0.17197,0.17153,0.17192,2251388.0
2025-04-02 09:50:00,1743587400000,0.17192,0.17194,0.17142,0.17158,832159.0
2025-04-02 09:55:00,1743587700000,0.17158,0.17174,0.1715,0.17173,440640.0
2025-04-02 10:00:00,1743588000000,0.17173,0.17202,0.1714,0.1718,5036423.0
2025-04-02 10:05:00,1743588300000,0.1718,0.17254,0.17179,0.17222,1579859.0
2025-04-02 10:10:00,1743588600000,0.17223,0.17241,0.1719,0.17214,1234449.0
2025-04-02 10:15:00,1743588900000,0.17215,0.17303,0.17215,0.17296,2352380.0
2025-04-02 10:20:00,1743589200000,0.17297,0.17353,0.17297,0.17316,3447142.0
2025-04-02 10:25:00,1743589500000,0.17316,0.17348,0.17269,0.1728,2353823.0
2025-04-02 10:30:00,1743589800000,0.17281,0.17288,0.1723,0.17237,1794799.0
2025-04-02 10:35:00,1743590100000,0.17236,0.17269,0.1721,0.17267,1523433.0
2025-04-02 10:40:00,1743590400000,0.17268,0.17271,0.1719,0.17237,14663796.0
2025-04-02 10:45:00,1743590700000,0.17236,0.17256,0.17211,0.17234,2971881.0
2025-04-02 10:50:00,1743591000000,0.17235,0.17245,0.17177,0.17182,1359573.0
2025-04-02 10:55:00,1743591300000,0.17183,0.172,0.17171,0.17192,2786930.0
2025-04-02 11:00:00,1743591600000,0.17193,0.17253,0.17177,0.17252,10709932.0
2025-04-02 11:05:00,1743591900000,0.17251,0.17284,0.17236,0.17273,4685438.0
2025-04-02 11:10:00,1743592200000,0.17273,0.17276,0.1723,0.17238,3984755.0
2025-04-02 11:15:00,1743592500000,0.17239,0.17278,0.17227,0.1726,1934953.0
2025-04-02 11:20:00,1743592800000,0.1726,0.1727,0.17234,0.17245,1950847.0
2025-04-02 11:25:00,1743593100000,0.17244,0.17254,0.17216,0.1722,2639019.0
2025-04-02 11:30:00,1743593400000,0.1722,0.17237,0.17193,0.17207,682072.0
2025-04-02 11:35:00,1743593700000,0.17207,0.17213,0.17163,0.1717,1200562.0
2025-04-02 11:40:00,1743594000000,0.1717,0.17178,0.17152,0.17168,1018045.0
2025-04-02 11:45:00,1743594300000,0.17168,0.17186,0.17131,0.17142,1843486.0
2025-04-02 11:50:00,1743594600000,0.17143,0.17146,0.17118,0.17126,1239157.0
2025-04-02 11:55:00,1743594900000,0.17126,0.17142,0.17098,0.1713,3293631.0
2025-04-02 12:00:00,1743595200000,0.1713,0.17175,0.17128,0.17151,3360722.0
2025-04-02 12:05:00,1743595500000,0.17152,0.17153,0.17061,0.17093,4798572.0
2025-04-02 12:10:00,1743595800000,0.17092,0.17149,0.17066,0.17143,2689847.0
2025-04-02 12:15:00,1743596100000,0.17142,0.17164,0.17105,0.17138,3037543.0
2025-04-02 12:20:00,1743596400000,0.17138,0.17153,0.17089,0.17114,1666978.0
2025-04-02 12:25:00,1743596700000,0.17114,0.17129,0.17054,0.17058,1756730.0
2025-04-02 12:30:00,1743597000000,0.17058,0.17096,0.17051,0.17072,4959851.0
2025-04-02 12:35:00,1743597300000,0.17072,0.17124,0.17057,0.17124,1882706.0
2025-04-02 12:40:00,1743597600000,0.17124,0.17176,0.17112,0.17174,3076138.0
2025-04-02 12:45:00,1743597900000,0.17173,0.17173,0.17113,0.17119,1231838.0
2025-04-02 12:50:00,1743598200000,0.17119,0.17238,0.17097,0.17224,3077991.0
2025-04-02 12:55:00,1743598500000,0.17225,0.17239,0.17207,0.17226,2280206.0
2025-04-02 13:00:00,1743598800000,0.17226,0.17232,0.17151,0.17155,2485334.0
2025-04-02 13:05:00,1743599100000,0.17154,0.17188,0.17119,0.17162,1766442.0
2025-04-02 13:10:00,1743599400000,0.17163,0.17163,0.17093,0.17098,2314898.0
2025-04-02 13:15:00,1743599700000,0.17098,0.17099,0.17056,0.17089,1597703.0
2025-04-02 13:20:00,1743600000000,0.17089,0.17105,0.17057,0.17064,1096819.0
2025-04-02 13:25:00,1743600300000,0.17064,0.17064,0.16991,0.16998,1857489.0
2025-04-02 13:30:00,1743600600000,0.16997,0.17124,0.16942,0.17124,5733922.0
2025-04-02 13:35:00,1743600900000,0.17124,0.1726,0.17114,0.17167,5215220.0
2025-04-02 13:40:00,1743601200000,0.17167,0.1724,0.17132,0.17235,2697184.0
2025-04-02 13:45:00,1743601500000,0.17236,0.17438,0.17222,0.17435,10293821.0
2025-04-02 13:50:00,1743601800000,0.17434,0.1747,0.17337,0.17355,8590809.0
2025-04-02 13:55:00,1743602100000,0.17354,0.17379,0.17191,0.17191,4006758.0
2025-04-02 14:00:00,1743602400000,0.1719,0.17322,0.17176,0.17264,13002474.0
2025-04-02 14:05:00,1743602700000,0.17265,0.17281,0.17137,0.17145,5623478.0
2025-04-02 14:10:00,1743603000000,0.17145,0.1719,0.17059,0.1711,7184084.0
2025-04-02 14:15:00,1743603300000,0.17109,0.17188,0.17067,0.17169,3156932.0
2025-04-02 14:20:00,1743603600000,0.17169,0.17221,0.17138,0.17193,3835736.0
