timestamp,open,high,low,close,volume
2025-05-25 12:45:00+00:00,2516.05,2518.61,2514.9,2514.9,0.335548266
2025-05-25 12:50:00+00:00,2513.829,2516.2415,2513.829,2516.2415,0.0
2025-05-25 12:55:00+00:00,2517.46,2519.2285,2517.46,2517.907,0.0
2025-05-25 13:00:00+00:00,2519.714,2520.39,2517.804,2519.7015,0.010505815
2025-05-25 13:05:00+00:00,2518.545,2518.545,2515.345,2516.62,0.0
2025-05-25 13:10:00+00:00,2515.195,2515.195,2511.493,2514.494,1.0
2025-05-25 13:15:00+00:00,2515.5535,2515.5535,2512.846,2514.858,0.0
2025-05-25 13:20:00+00:00,2513.225,2514.65,2512.825,2513.796,0.001949361
2025-05-25 13:25:00+00:00,2514.722,2520.98,2513.8295,2520.98,0.0
2025-05-25 13:30:00+00:00,2519.5775,2521.055,2518.66,2518.66,0.000482213
2025-05-25 13:35:00+00:00,2520.47,2523.9445,2520.47,2523.25,0.0
2025-05-25 13:40:00+00:00,2523.0,2523.0,2518.235,2520.4415,0.1
2025-05-25 13:45:00+00:00,2518.88,2520.1895,2518.88,2520.135,0.0
2025-05-25 13:50:00+00:00,2521.695,2521.695,2517.55,2520.525,0.0
2025-05-25 13:55:00+00:00,2518.751,2518.751,2515.0685,2515.0685,0.0
2025-05-25 14:00:00+00:00,2513.92,2515.49,2509.575,2515.1685,0.010679738
2025-05-25 14:05:00+00:00,2516.779,2517.8695,2516.779,2517.8695,0.0
2025-05-25 14:10:00+00:00,2518.7285,2518.7285,2516.605,2516.605,0.0
2025-05-25 14:15:00+00:00,2514.63,2514.63,2512.466,2513.545,0.0
2025-05-25 14:20:00+00:00,2512.3905,2514.4,2512.3905,2514.4,0.001949787
2025-05-25 14:25:00+00:00,2515.763,2517.896,2515.763,2516.8735,0.038352905
2025-05-25 14:30:00+00:00,2515.312,2517.4,2515.312,2517.4,0.0
