datetime,timestamp,open,high,low,close,volume
2025-04-01 11:00:00,1743505200000,84175.99,84203.0,84087.11,84111.03,96.09762
2025-04-01 11:05:00,1743505500000,84111.04,84166.0,83955.86,84044.08,114.96731
2025-04-01 11:10:00,1743505800000,84044.08,84143.52,84000.0,84097.15,66.72456
2025-04-01 11:15:00,1743506100000,84098.0,84173.23,84098.0,84123.16,38.5189
2025-04-01 11:20:00,1743506400000,84123.16,84131.58,83990.77,84066.02,60.50565
2025-04-01 11:25:00,1743506700000,84066.02,84096.93,83982.25,84049.0,42.82561
2025-04-01 11:30:00,1743507000000,84048.99,84048.99,83918.73,83958.0,72.60522
2025-04-01 11:35:00,1743507300000,83958.0,83966.12,83845.93,83846.38,87.59943
2025-04-01 11:40:00,1743507600000,83846.38,84001.63,83823.67,83982.02,125.40364
2025-04-01 11:45:00,1743507900000,83982.01,84050.0,83967.12,84027.74,42.17783
2025-04-01 11:50:00,1743508200000,84027.73,84027.74,83886.2,83889.65,35.08125
2025-04-01 11:55:00,1743508500000,83889.64,83958.71,83878.47,83930.3,72.03649
2025-04-01 12:00:00,1743508800000,83930.31,84011.78,83924.52,84007.26,73.53963
2025-04-01 12:05:00,1743509100000,84007.25,84084.42,83951.48,84084.41,60.93256
2025-04-01 12:10:00,1743509400000,84084.41,84132.93,84071.4,84097.99,53.82533
2025-04-01 12:15:00,1743509700000,84097.98,84154.22,84004.99,84005.0,37.79571
2025-04-01 12:20:00,1743510000000,84005.0,84018.87,83918.16,84018.87,54.2567
2025-04-01 12:25:00,1743510300000,84018.87,84074.0,84000.56,84073.5,38.99045
2025-04-01 12:30:00,1743510600000,84073.49,84073.49,83953.98,83965.83,35.95567
2025-04-01 12:35:00,1743510900000,83965.84,83974.08,83850.0,83850.01,52.26834
2025-04-01 12:40:00,1743511200000,83850.0,83860.0,83681.12,83749.99,120.4283
2025-04-01 12:45:00,1743511500000,83749.99,83811.27,83616.28,83634.7,91.75585
2025-04-01 12:50:00,1743511800000,83634.7,83799.99,83634.69,83760.62,60.32011
2025-04-01 12:55:00,1743512100000,83760.62,83760.63,83615.25,83615.26,54.92391
2025-04-01 13:00:00,1743512400000,83615.26,83747.13,83596.0,83670.36,60.61446
2025-04-01 13:05:00,1743512700000,83670.36,83745.78,83596.0,83739.26,53.48215
2025-04-01 13:10:00,1743513000000,83739.26,83821.89,83683.59,83777.68,57.19388
2025-04-01 13:15:00,1743513300000,83777.67,83777.68,83615.0,83690.24,65.82716
2025-04-01 13:20:00,1743513600000,83690.23,83766.75,83690.23,83704.74,44.00049
2025-04-01 13:25:00,1743513900000,83704.74,83757.33,83644.75,83679.98,35.37718
2025-04-01 13:30:00,1743514200000,83679.99,83825.51,83500.0,83612.88,207.09622
2025-04-01 13:35:00,1743514500000,83612.88,83652.48,83416.66,83634.7,152.03299
2025-04-01 13:40:00,1743514800000,83634.69,83830.16,83534.78,83734.27,115.8873
2025-04-01 13:45:00,1743515100000,83734.26,83912.62,83610.01,83839.13,124.54967
2025-04-01 13:50:00,1743515400000,83839.14,83870.11,83620.98,83663.94,145.99452
2025-04-01 13:55:00,1743515700000,83663.94,83764.83,83530.89,83618.23,90.62502
2025-04-01 14:00:00,1743516000000,83622.96,83712.48,83238.8,83313.78,295.97545
2025-04-01 14:05:00,1743516300000,83313.78,83368.0,83003.0,83030.99,245.74445
2025-04-01 14:10:00,1743516600000,83031.0,83053.08,82647.05,82796.1,397.16845
2025-04-01 14:15:00,1743516900000,82796.11,82906.91,82660.0,82720.01,228.70886
2025-04-01 14:20:00,1743517200000,82720.0,82957.67,82544.0,82924.27,186.62173
2025-04-01 14:25:00,1743517500000,82924.27,83056.28,82862.0,82970.12,139.83075
2025-04-01 14:30:00,1743517800000,82970.12,83214.0,82940.0,83156.23,157.8836
2025-04-01 14:35:00,1743518100000,83156.23,83509.23,83115.15,83408.0,162.93677
2025-04-01 14:40:00,1743518400000,83408.0,83653.88,83354.0,83507.99,150.27461
2025-04-01 14:45:00,1743518700000,83507.99,83658.81,83433.48,83658.49,83.16631
2025-04-01 14:50:00,1743519000000,83658.48,84315.25,83658.48,84306.0,311.10041
2025-04-01 14:55:00,1743519300000,84306.0,84350.0,84071.97,84195.92,163.44908
2025-04-01 15:00:00,1743519600000,84195.92,84516.47,84182.89,84352.43,212.94424
2025-04-01 15:05:00,1743519900000,84352.42,84474.94,84282.24,84472.77,116.16696
2025-04-01 15:10:00,1743520200000,84472.77,84910.0,84389.25,84906.0,253.85789
2025-04-01 15:15:00,1743520500000,84905.99,85227.27,84824.76,84873.94,459.40154
2025-04-01 15:20:00,1743520800000,84873.94,84983.05,84699.0,84884.85,253.72734
2025-04-01 15:25:00,1743521100000,84884.85,84954.94,84711.49,84750.49,130.47609
2025-04-01 15:30:00,1743521400000,84750.49,84990.99,84750.46,84971.31,153.02887
2025-04-01 15:35:00,1743521700000,84971.32,85194.0,84902.63,85189.87,274.84115
2025-04-01 15:40:00,1743522000000,85189.87,85331.57,85071.06,85331.24,146.64928
2025-04-01 15:45:00,1743522300000,85331.23,85499.55,85240.0,85291.98,183.68842
2025-04-01 15:50:00,1743522600000,85291.99,85422.48,85209.44,85231.97,161.26638
2025-04-01 15:55:00,1743522900000,85231.97,85323.57,85209.12,85280.87,138.88259
2025-04-01 16:00:00,1743523200000,85280.88,85493.0,85265.7,85292.52,169.08097
2025-04-01 16:05:00,1743523500000,85292.52,85386.8,85141.21,85302.54,153.83632
2025-04-01 16:10:00,1743523800000,85302.54,85313.98,85105.99,85179.73,119.76257
2025-04-01 16:15:00,1743524100000,85179.74,85263.58,85122.17,85155.15,79.80852
