symbol,length,num_atrs,initial_capital,final_equity,total_return,total_trades,long_trades,short_trades,max_drawdown,sharpe_ratio,start_date,end_date
DOGE/USD,5,0.75,1000,1000.0,0.0,0,0,0,0.0,,2025-01-01,2025-04-15
